name,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,rating
Parasite Eve II,PS,1999,Role-Playing,SquareSoft,0.32,0.22,0.0,0.04,0.58,3.4
Tom Clancy's Splinter Cell: Pandora Tomorrow,XB,2004,Action,Ubisoft,0.82,0.59,0.0,0.07,1.48,3.4
Tom Clancy's Splinter Cell: Pandora Tomorrow,PS2,2004,Action,Ubisoft,0.52,0.56,0.0,0.17,1.25,3.4
Tom Clancy's Splinter Cell: Pandora Tomorrow,GC,2004,Action,Ubisoft,0.06,0.02,0.0,0.0,0.08,3.4
Tom Clancy's Splinter Cell: Pandora Tomorrow,GBA,2004,Action,Ubisoft,0.05,0.02,0.0,0.0,0.06,3.4
Kingdoms of Amalur: Reckoning,X360,2012,Role-Playing,Electronic Arts,0.55,0.25,0.01,0.07,0.89,3.2
Kingdoms of Amalur: Reckoning,PS3,2012,Role-Playing,Electronic Arts,0.37,0.3,0.09,0.11,0.87,3.2
Kingdoms of Amalur: Reckoning,PC,2012,Role-Playing,Electronic Arts,0.14,0.13,0.0,0.04,0.31,3.2
Grand Theft Auto,PS,1997,Action,Take-Two Interactive,0.79,1.35,0.04,0.14,2.32,2.5
Grand Theft Auto,GBA,2004,Action,Take-Two Interactive,0.17,0.06,0.0,0.0,0.24,2.5
Sonic the Hedgehog 2,GEN,1992,Platform,Sega,4.47,1.2,0.16,0.19,6.03,2.8
Guitar Hero 5,Wii,2009,Misc,Activision,0.94,0.49,0.0,0.15,1.58,3.2
Guitar Hero 5,X360,2009,Misc,Activision,0.65,0.37,0.0,0.11,1.14,3.2
Guitar Hero 5,PS2,2009,Misc,Activision,0.28,0.3,0.0,0.54,1.12,3.2
Guitar Hero 5,PS3,2009,Misc,Activision,0.53,0.4,0.0,0.17,1.1,3.2
Mighty No. 9,PS4,2016,Platform,Deep Silver,0.04,0.0,0.0,0.01,0.05,1.6
Mighty No. 9,WiiU,2016,Platform,Deep Silver,0.01,0.01,0.0,0.0,0.02,1.6
Mighty No. 9,XOne,2016,Platform,Deep Silver,0.01,0.0,0.0,0.0,0.01,1.6
Dragon Ball GT: Final Bout,PS,1997,Fighting,Namco Bandai Games,0.02,0.02,0.22,0.02,0.27,1.8
Killzone 3,PS3,2011,Shooter,Sony Computer Entertainment,1.45,0.88,0.09,0.38,2.79,3.1
The Godfather,PS2,2006,Action,Electronic Arts,0.89,0.03,0.01,0.15,1.09,3.6
Billy Hatcher and the Giant Egg,GC,2003,Platform,Sega,0.19,0.05,0.0,0.01,0.25,3.1
Tekken Tag Tournament 2,PS3,2012,Fighting,Namco Bandai Games,0.28,0.33,0.13,0.14,0.88,3.8
Tekken Tag Tournament 2,X360,2012,Fighting,Namco Bandai Games,0.19,0.12,0.01,0.03,0.35,3.8
Tekken Tag Tournament 2,WiiU,2012,Fighting,Namco Bandai Games,0.09,0.07,0.01,0.01,0.19,3.8
Back to the Future: The Game,PS4,2015,Adventure,Telltale Games,0.1,0.04,0.0,0.03,0.17,3.2
Back to the Future: The Game,PS3,2011,Adventure,Telltale Games,0.07,0.01,0.0,0.01,0.09,3.2
Back to the Future: The Game,Wii,2011,Adventure,Telltale Games,0.05,0.0,0.0,0.0,0.06,3.2
Back to the Future: The Game,X360,2015,Adventure,Telltale Games,0.02,0.01,0.0,0.0,0.03,3.2
Back to the Future: The Game,XOne,2015,Adventure,Telltale Games,0.0,0.02,0.0,0.0,0.02,3.2
Dragon's Dogma,PS3,2012,Role-Playing,Capcom,0.41,0.46,0.72,0.19,1.78,3.7
Dragon's Dogma,X360,2012,Role-Playing,Capcom,0.42,0.24,0.07,0.06,0.8,3.7
The LEGO Movie Videogame,X360,2014,Action,Warner Bros. Interactive Entertainment,0.69,0.52,0.0,0.11,1.32,2.8
The LEGO Movie Videogame,PS3,2014,Action,Warner Bros. Interactive Entertainment,0.33,0.48,0.02,0.18,1.01,2.8
The LEGO Movie Videogame,3DS,2014,Action,Warner Bros. Interactive Entertainment,0.28,0.31,0.05,0.05,0.69,2.8
The LEGO Movie Videogame,PS4,2014,Action,Warner Bros. Interactive Entertainment,0.24,0.31,0.01,0.11,0.67,2.8
The LEGO Movie Videogame,WiiU,2014,Action,Warner Bros. Interactive Entertainment,0.35,0.23,0.03,0.06,0.66,2.8
The LEGO Movie Videogame,XOne,2014,Action,Warner Bros. Interactive Entertainment,0.34,0.13,0.0,0.04,0.51,2.8
The LEGO Movie Videogame,PSV,2014,Action,Warner Bros. Interactive Entertainment,0.05,0.26,0.0,0.09,0.41,2.8
The LEGO Movie Videogame,PC,2014,Action,Warner Bros. Interactive Entertainment,0.02,0.04,0.0,0.01,0.06,2.8
